tweet,embedding_negative,embedding_neutral,embedding_positive,sentiment
"Election results from the tiny town Dixville Notch, Maine!  

2016: Hillary Clinton 4-2 President Trump 
2020: Joe Biden 5-0 President Trump 

2024: Kamala Harris 3-3 President Trump",0.092049055,0.81084985,0.09710117,neutral
"Poll: Trump ahead of Biden 47%-45%; Democrats leading generic ballot over Republicans, 45%-44%.",0.025275683,0.8277049,0.1470194,neutral
"Meanwhile, American media:
“Defiant President Trump Contests Election Irregularities.”",0.30913565,0.62697333,0.06389096,neutral
"“[PERSON 15] rushed to the dining room to inform the defendant in hopes that the defendant would take action to ensure Pence’s safety. Instead,after[P15] delivered the news, the defendant looked at him and said only, “So what?""""",0.3525701,0.605098,0.042331852,neutral
"Biden, in his last major speech before the election, makes a forceful case against Trump",0.07448201,0.8034131,0.12210489,neutral
"In a candid radio interview with the BBC, former Secretary of State Hillary Clinton said she did not think President Joe Biden should have dropped out of the election until after his “disastrous” debate against former President Donald Trump. http://specne.ws/AGB2PS",0.35219172,0.56873274,0.07907556,neutral
"President Trump must fight back against law-far and go after Barack Obama, Hilary Clinton and Joe Biden OR winning 2024 election is doesn’t mean NOTHING. 
      democrats will do it again comes next election. you can make America  great again. only for four years and next",0.14348203,0.40858346,0.44793448,positive
"Following President Biden's decision to drop out of the race, Bill and Hillary Clinton released a joint statement endorsing Kamala Harris.  https://nbcnews.com/politics/2024-election/live-blog/trump-biden-president-election-live-updates-rcna162646?canonicalCard=true…",0.03589745,0.77610487,0.18799771,neutral
Former President Trump takes significant polling lead over President Biden in the presidential race,0.011416404,0.68302697,0.30555663,neutral
One thing that has given me great joy in this election has been seeing President Clinton out on the trail.,0.002083772,0.018377392,0.97953886,positive
": Keeping it real with Spike Lee. 

@KamalaHarris has what it takes to be President of the United States and is the only candidate in this race fighting for your rights to be a free citizen.",0.026261752,0.43161103,0.54212725,positive
"It’s a familiar place for Trump now. He debated Hilary Clinton three times in 2016, President Joe Biden twice in 2020, and Biden again earlier this year.",0.06716861,0.7905355,0.14229591,neutral
"President Biden to donors: ""If Trump wasn't running, I'm not sure I'd be running,” he said, saying Democrats “cannot let him win.”",0.43635464,0.510068,0.05357742,neutral
"Worst thing each president has done

Biden: Garland
Trump: Election Denial
Obama: Weak on Russia?
Bush: Iraq
Clinton: Inaction on Rwanda
HW: War on Drugs escalation?
Reagan: Iran-Contra or HIV Inaction
Carter: Arming Indonesia?",0.7847381,0.20433259,0.010929319,negative
"The Obama (CIA) regime

2016: Hilliary Clinton was supposed to win for Obama's third term but 
@realDonaldTrump
 stopped the plan, making Trump the biggest enemy of the commie Democrat machine...

2020: Joe Biden became President after the election was stolen from Trump to give",0.5269762,0.43747678,0.03554703,negative
"President Joe Biden won the 2020 election when he looked at a babbling Trump during the debate and said “will you shut up man?” Don’t be surprised if tonight goes similarly. A majority of Americans hate Trump and, now more than ever, want him put in his place. And Biden knows it.",0.62902313,0.30661297,0.06436388,negative
"#Biden was right to stand aside in critical election, #Clinton says
Clinton, who ran unsuccessfully for president against #Trump in 2016, said she believed ""the future of democracy is at stake"" in November's election which polls suggest is extremely tight.",0.311262,0.6043729,0.08436499,neutral
Joe Biden Takes Stunning Lead Over Donald Trump in Two Polls,0.01667694,0.3629168,0.6204062,positive
"Former President Donald Trump narrowly leads President Biden 49% to 45% among registered voters in a hypothetical 2024 rematch, and both are deeply unpopular, a CNN poll finds. https://trib.al/bmruc3C",0.64004034,0.32990837,0.030051345,negative
BREAKING: The new Morning Consult tracking poll this morning shows President Biden leading Donald Trump again. President Biden is the only candidate who has beat Trump before and will be our candidate to do it again in 2024.,0.010428667,0.27045324,0.71911806,positive
"The Trump campaign is demanding Kamala Harris condemn Pres. Joe Biden for saying ""We've gotta lock him up. Politically lock him up. Lock him out."" about former Pres. Trump.",0.59813225,0.38362163,0.018246118,negative
"For President Biden at least, the GOP primary is over. In a new statement tonight, he says, ""It is now clear that Donald Trump will be the Republican nominee. And my message to the country is the stakes could not be higher...""",0.21883938,0.5658383,0.21532232,neutral
"Despite a gender gap favoring Vice President Kamala Harris 53% to 45%, exit polls now show Harris’ edge among women this year did not exceed either Joe Biden or Hillary Clinton.",0.17877953,0.70498514,0.11623539,neutral
"Although Donald Trump and President Joe Biden are tied at 43% in a hypothetical face-to-face contest in a general election for the White House, the former president is ahead of the current chief executive in most of the key battleground states.",0.045883868,0.8189605,0.1351557,neutral
"Put down the polling crack pipe.  In this one Biden defeats Trump 48 to 44.   Where are the “why is Trump so weak stories”?  Looking at you ⁦
@nytimes
⁩",0.53827286,0.39709944,0.06462777,negative
"U.S. President Joe Biden addressed Americans for the first time to Americans after Kamala Harris' election defeat.

He said that yesterday he congratulated Donald Trump on his victory and promised that the Biden administration would do everything to transfer power peacefully.",0.008871443,0.2540591,0.7370694,positive
President Joe Biden calls President-elect Donald Trump to congratulate him on his election win and invite him to White House for a transition meeting.,0.0026596352,0.17743504,0.81990534,positive
President Trump Is TIED With Biden In State Democrats Have Carried Since 2004,0.21460259,0.7334068,0.051990557,neutral
"""President Joe Biden carried Reading with 72% of the vote in 2020. But Trump improved from his 2016 performance, when Hillary Clinton won 78%. In 42 of Reading’s 44 precincts, Donald Trump earned more votes than he did in 2016""",0.019860243,0.35580656,0.6243332,positive
"Trump leads Biden among all voters nationally: poll

FULL STORY: https://fightingthecommies.com/PZR",0.041592684,0.7965928,0.16181457,neutral
"On July 9, 2020, Biden led Trump in the 
@FiveThirtyEight
 polling average by 9.6%.

Today, in 2024, Trump leads Biden by 2.3%.

A new Democratic candidate, chosen by a competitive process, would I think fall somewhere between those two numbers--but ahead of Trump.",0.058046196,0.7589656,0.18298818,neutral
"We have in Biden a battle-tested candidate against Trump, someone who beat him before. That’s right, Biden won the 2020 election. That’s a fact, Jack. No malarkey.",0.04526786,0.32565126,0.62908095,positive
BREAKING: JOE BIDEN Hands the PRESIDENTIAL RACE TO TRUMP As Voters React BADLY to 'Garbage' Snafu! https://x.com/i/broadcasts/1OdKrXyVVQvJX…,0.5966058,0.36383387,0.03956032,negative
"Of all Trump’s insults, cruelties... the event that proved the essential rightness of the endorsements of Clinton and Biden took place on January 6, 2021, when Trump became the first American president to try to overturn an election and prevent the peaceful transfer of power.",0.38661495,0.5159037,0.09748133,neutral
"The Atlantic, for the fifth time in its history, makes a presidential endorsement. Once for Lincoln. Once for LBJ (from concern about Goldwater) and three times for the opponents of Trump, because he represents a unique threat to America's government and values. x.com/anneapplebaum/…",0.28805926,0.577159,0.1347817,neutral
"Thank you 
@chaunceydevega
 and 
@Salon
 for including me in this piece.  My take: 

The debate was a disaster, but it did not carry the weight the pundit class and legacy media breathlessly claimed in their ""hot takes"".

The immediate and amateurish public calls by media, pundits,",0.55810255,0.35330003,0.08859743,negative
"I’m convinced a lot of people just don’t understand polls. 

If this reflects the vote tally on election night, Kamala Harris is your president. 

This does not reflect a “dead heat.”

It reflects a Trump loss.",0.7715391,0.20979622,0.01866469,negative
"NEW: WaPo poll of swing state voters out this morning. Harris and Trump are locked in a dead heat overall.

Look at views on the economy… Harris voters are noticing the big improvement in the economy (esp. Inflation). 

But many swing state voters still say economy is “getting",0.14409856,0.6313458,0.22455566,neutral
"New poll: Biden and Trump tied 41%-41%.

""Though they're tied, Trump has a significant advantage over Biden when it comes to voter enthusiasm.""

I am alarmed.",0.42263925,0.4967308,0.080629945,neutral
"Biden congratulates Trump: 

“Yesterday I spoke with President-elect Trump to congratulate him on his victory. I assured him that I’d direct my entire administration to work with his team to ensure a peaceful and orderly transition.”",0.0048318766,0.12601286,0.8691553,positive
"NEW POLL: Donald Trump beats Biden in electoral college landslide if presidential election were held today
https://thepoliticsbrief.com/national-poll-trump-beats-biden-in-election-landslide-if-it-were-held-today/…",0.048828352,0.65815496,0.2930167,neutral
"This is a glimmer of good news for the Biden campaign.

However, Hillary Clinton beat Donald Trump by +2 in the nationwide vote too.",0.008462004,0.14726968,0.8442683,positive
"#New General Election Poll 

 Biden 50% (+2)
 Trump 48%

Trump was leading the last poll! 

Fox - 1,095 RV - 6/17",0.052100133,0.7574984,0.1904015,neutral
"From CBS: Trump 51%-Biden 48%.

“This helps put Trump in a better position—three points over Biden—a number that is slightly higher than September's and which would almost surely translate into a comfortable Electoral College win for Trump…”",0.01131668,0.22587794,0.76280546,positive
"NEW CNN POLL: Trump beats Biden 49-43%

“Several other Democrats have been mentioned as potential Biden replacements in recent days, and each trails Trump among registered voters”",0.12160133,0.7900341,0.08836458,neutral
"I’m sounding the alarm This is still a winnable race. But it won’t be easy and Republicans are very enthusiastic. 

Democrats have to mobilize and close this gap, or Trump will be our best president.",0.119820446,0.44016203,0.44001746,neutral
"During the stop in Concord, Biden said ""We've gotta lock him up."" During Trump's 2016 campaign, crowds would chant ""Lock her up,"" when his then challenger Hillary Clinton was mentioned.",0.37897813,0.5450833,0.07593859,neutral
"Pretty good: Biden at 38%-48% positive/negative (not great!), better than Trump at 34%-53%.

Not good: In general election matchup, Biden 41%-“Republican nominee” 47%.

So Biden (a decent president) vs. Trump (an election-denying demagogue) is basically a tossup.

I am alarmed.",0.4170431,0.38799766,0.19495931,negative
"NBC News poll: Nearly 70% of GOP voters stand behind Trump amid indictment, investigations

But large majorities of all Americans are sour on a Trump v. Biden rematch in 2024. ⁦@mmurraypolitics⁩  https://nbcnews.com/politics/2024-election/nbc-news-poll-nearly-70-gop-voters-stand-trump-indictment-investigatio-rcna80917…",0.37065795,0.55285114,0.076490894,neutral
"CNN Poll Shock Poll:

“In a matchup between the presumptive major-party nominees, voters nationwide favor former President Donald Trump over Biden by 6 points, 49% to 43%…”",0.04249867,0.787177,0.17032428,neutral
"Former US president Bill Clinton argues that pro-Palestine voters in Michigan thinking about not voting over President Joe Biden's support for Israel are making ""a mistake""

Follow US election updates: https://news.ae/4hos2RN",0.4862415,0.4878772,0.025881356,neutral
Joe Biden calls Donald Trump voters ‘garbage’. Republican campaign seizes on president’s remarks by comparing them to Hillary Clinton’s fateful reference to ‘deplorables’,0.65353394,0.3248388,0.021627316,negative
"Hillary Clinton conceded the 2016 election one week after election day, and both Barack Obama and Joe Biden certified the results. 

Donald Trump never conceded and ordered his vice president to reject the results of the election. https://x.com/SarcasticCupca/SarcasticCupcak/status/1845171079641432396…",0.37935716,0.5608625,0.05978037,neutral
"WASHINGTON, Jan 25 (Reuters) - Donald Trump leads Democratic President Joe Biden by six percentage points in a Reuters/Ipsos poll that showed Americans are unhappy about an election rematch that came into sharper focus following the former president's New Hampshire victory.",0.65754443,0.31894544,0.023510154,negative
"It is Imperative that the Epstein Death & Events, Hunter Biden Laptop & Criminal Involvement, Jan 6th Incident,The Hillary Clinton Steele Dossier, The 2016 Election Fraud! Biden Administration Crimes & Most Importantly the President Trump's Assassination Attempts be Investigated!",0.5229392,0.43557996,0.04148086,negative
"Youth activist ⁦⁦
@Victorshi2020
⁩:⁩ Biden heads into 2024 with an arsenal of advantages to defeat Donald Trump..Biden remains the only person who has won against Trump..beating an incumbent for the first time since Clinton beat George H.W. Bush.",0.025712136,0.37395164,0.60033625,positive
"President Biden calls Trump supporters and at least half the country “garbage”. 

Like Hilary Clinton with her “basket of deplorables” moment, this is a massive mistake this close to election day.",0.916132,0.07647542,0.0073926267,negative
"Pres. Biden tonight:

“Donald Trump has no character. He doesn't give a damn about the Latino community…just the other day, a speaker at his rally called Puerto Rico a floating island of garbage?…The only garbage I see floating out there is his supporters.”",0.93591404,0.058933493,0.005152409,negative
"President Biden's recent comment referring to Trump supporters as ""garbage"" has raised concerns about its impact on the 2024 election, with pollster Frank Luntz suggesting it could energize Trump's base similarly to Hillary Clinton's ""basket of…",0.50426656,0.46049073,0.035242636,negative
"Certainly the world has seen a lot of changes lately:
- #Trump becomes president (Clinton-Obama-Biden-cabal gone)!
- In Germany #Scholz loses vote of no convidence, #election in FEB 2025.
- #Ukraine just held NO ELECTION!
- #Trudeau in Canada considers stepping down.",0.3248546,0.59441316,0.08073228,neutral
"The same Zelensky canceled the election, the same way Lebanon does not have a President, the same way Syria's president, Bashar al-Assad, has fled the country leaving a void, PM of Bangladesh, Sheikh Hasina, resigned and fled to UK, South Korea’s parliament  impeached President",0.7563231,0.23526178,0.008415062,negative
"Here’s the Speaker Lineup for the Opening Night of the Democratic Convention - Monday’s headliners include President Biden and the first lady, Jill Biden, along with Hillary Clinton, who was defeated by Donald J. Trump in the 2016 election. via 
@nytimes",0.095605925,0.8069809,0.09741317,neutral
"Former President Trump discusses Biden, Clinton, Harris, and potential 2024 election security with Glenn Beck.",0.042788222,0.89467347,0.06253823,neutral
"After four bogus indictments, Donald Trump is beating Joe Biden in the Electoral College, and with “independent voters”, according to one of the nation’s more left-leaning pollsters.",0.38820812,0.5171657,0.09462622,neutral
"General Election

(D) Biden: 47% (+1)
(R) Trump: 46%
———————
Independents
(R) Trump: 48% (+8)
(D) Biden: 40%

• NPR/Marist College | 1,100 RV 
• 08/11-14 | (D+6) Sample",0.15953724,0.77927667,0.061186045,neutral
"After President Joe Biden won in 2020 by 8 million votes, Donald Trump refused to work with him to ensure a smooth transition. President Biden had to clean up the mess that Donald Trump left behind. Will you vote for President Biden in 2024? I will vote for Joe.",0.4103473,0.48811677,0.10153595,neutral
"After getting elected, in 1993 Bill Clinton tried to push Hillarycare down our throats.  Since then every president from Bush to Obama to Biden has overreached - COMPLETELY MISREADING the election a a mandate.

Trump is the same as all the others.",0.7415055,0.23255381,0.025940634,negative
"Because of the Clinton's !!! Prob Biden too, they are all evil and corrupt! What about George Bush? He's prob in there to I'm sure.  We have never had a President since the founding fathers that were for WE THE PEOPLE! they murdered kennedy for it and tried to Trump! Why has he",0.90586627,0.08833242,0.0058012656,negative
"President Trump when asked about the JFK files: 

“I was asked by some of our government officials not to. I was asked by Mike Pompeo and some others not to, so I didn't release. But I'm going to release them immediately upon seeing the information.”",0.3482766,0.6087635,0.042959843,neutral
"New: Donald Trump has voted Donald Trump for President. Afterwards, he told the press: “I feel very confident. I have felt, you know, we went in with a very big lead today, and it looks like Republicans have shown up in force.”",0.014243055,0.24672538,0.73903155,positive
"Keep an eye on the Biden admin while Trump is roasted over hot coals and blazing top headlines.

What fast ones are being pulled over  Americans eyes? More aide to Ukraine? Hiding evidence linking Joe to influence schemes

Here’s something:Trump leads Biden in 4 key swing states.",0.5213423,0.4430957,0.035561983,negative
"BREAKING: President Trump issues a statement outside of New York courtroom:

""This is a case that should have never been brought. It's a case that should be dismissed immediately. The fraud was on behalf of the court. The court was the fraudster in this case.""

""It's a",0.8442211,0.14871332,0.007065533,negative
"Trump wins by 1-2, Biden was too associated with Obama",0.2643003,0.6403483,0.09535136,neutral
"Every single dame one of them should be arrested and jailed for what did to president Trump otherwise winning 2024 election doesn’t mean anything. 
    Barack Obama, Hillary Clinton, Joe Biden and many out there.",0.85732263,0.1351304,0.007546903,negative
"TRUMP: ""I went through four years of Hell. I spent millions of dollars on legal fees .... It’s really hard to say they shouldn’t have to go through it also. It’s really hard to say that.""",0.8010608,0.18071105,0.018228132,negative
"| ""Hablé con el presidente electo Trump para felicitarlo por su victoria y le aseguré que toda mi administración trabajará con su equipo para garantizar una transición pacífica y ordenada"": Más lucido que nunca, Biden felicitó a Donald Trump por su triunfo sobre Kamala Harris.",0.09658405,0.7862398,0.117176116,neutral
| AHORA: Una nueva encuesta de CNN muestra que Trump aventaja a Biden entre un 49% y un 43% en las elecciones presidenciales de Estados Unidos.,0.120994866,0.8207148,0.05829033,neutral
"When in a democracy the people elect a criminal as president, we already know what awaits those people: #TERRORISM IN EVERY SENSE
https://x.com/RuanoFaxas/status/1779898662404944079…
#Election #GOP-#MAGA-#Trump-#Vance-#Putin #Project2025 #FBI #CIA #DOJ #DHS #IRS #Kamala #Harris-#Walz #Biden #Hillary #Clinton",0.70647544,0.27290604,0.020618487,negative
"""Trump isn't being persecuted,but prosecuted""
4 criminal indictments,88 felony charges pending:#NewYork 34,#Florida 40,#Washington DC 4,#Georgia 10. Over half a billion dollars in civil judgments.Over a billion in debt. NOBODY IS ABOVE THE LAW.
#TrumpTrial #Putin #Election #Biden",0.593991,0.36306235,0.042946663,negative
